[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /api/health               --> fractal-engine/internal/api.(*Handler).Health-fm (4 handlers)
[GIN-debug] GET    /api/ready                --> fractal-engine/internal/api.(*Handler).Ready-fm (4 handlers)
[GIN-debug] GET    /api/info                 --> fractal-engine/internal/api.(*Handler).Info-fm (4 handlers)
[GIN-debug] GET    /api/status               --> fractal-engine/internal/api.(*Handler).Status-fm (4 handlers)
[GIN-debug] GET    /api/load/cpu             --> fractal-engine/internal/api.(*Handler).CPULoad-fm (4 handlers)
[GIN-debug] GET    /api/load/latency         --> fractal-engine/internal/api.(*Handler).LatencyLoad-fm (4 handlers)
[GIN-debug] GET    /api/load/mixed           --> fractal-engine/internal/api.(*Handler).MixedLoad-fm (4 handlers)
[GIN-debug] GET    /                         --> fractal-engine/internal/api.NewRouter.func1 (4 handlers)
time=2026-04-18T02:26:53.862+03:00 level=INFO msg="request completed" request_id=req-000419 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.862+03:00 level=INFO msg="request completed" request_id=req-000420 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.891+03:00 level=INFO msg="request completed" request_id=req-000421 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.891+03:00 level=INFO msg="request completed" request_id=req-000422 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.893+03:00 level=INFO msg="request completed" request_id=req-000423 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.894+03:00 level=INFO msg="request completed" request_id=req-000425 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.894+03:00 level=INFO msg="request completed" request_id=req-000424 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.895+03:00 level=INFO msg="request completed" request_id=req-000426 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.895+03:00 level=INFO msg="request completed" request_id=req-000427 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.896+03:00 level=INFO msg="request completed" request_id=req-000428 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.896+03:00 level=INFO msg="request completed" request_id=req-000429 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.898+03:00 level=INFO msg="request completed" request_id=req-000430 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.899+03:00 level=INFO msg="request completed" request_id=req-000431 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.899+03:00 level=INFO msg="request completed" request_id=req-000432 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.899+03:00 level=INFO msg="request completed" request_id=req-000433 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.900+03:00 level=INFO msg="request completed" request_id=req-000434 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.900+03:00 level=INFO msg="request completed" request_id=req-000435 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.902+03:00 level=INFO msg="request completed" request_id=req-000436 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.903+03:00 level=INFO msg="request completed" request_id=req-000437 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.903+03:00 level=INFO msg="request completed" request_id=req-000438 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.903+03:00 level=INFO msg="request completed" request_id=req-000439 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.905+03:00 level=INFO msg="request completed" request_id=req-000440 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.905+03:00 level=INFO msg="request completed" request_id=req-000441 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.942+03:00 level=INFO msg="request completed" request_id=req-000442 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.952+03:00 level=INFO msg="request completed" request_id=req-000443 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.961+03:00 level=INFO msg="request completed" request_id=req-000444 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.963+03:00 level=INFO msg="request completed" request_id=req-000445 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.988+03:00 level=INFO msg="request completed" request_id=req-000446 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.988+03:00 level=INFO msg="request completed" request_id=req-000447 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.000+03:00 level=INFO msg="request completed" request_id=req-000448 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.017+03:00 level=INFO msg="request completed" request_id=req-000449 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.017+03:00 level=INFO msg="request completed" request_id=req-000450 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.027+03:00 level=INFO msg="request completed" request_id=req-000451 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.029+03:00 level=INFO msg="request completed" request_id=req-000452 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.031+03:00 level=INFO msg="request completed" request_id=req-000453 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.033+03:00 level=INFO msg="request completed" request_id=req-000454 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.046+03:00 level=INFO msg="request completed" request_id=req-000455 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.066+03:00 level=INFO msg="request completed" request_id=req-000456 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.067+03:00 level=INFO msg="request completed" request_id=req-000457 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.068+03:00 level=INFO msg="request completed" request_id=req-000458 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.089+03:00 level=INFO msg="request completed" request_id=req-000459 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.107+03:00 level=INFO msg="request completed" request_id=req-000460 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.245+03:00 level=INFO msg="request completed" request_id=req-000461 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.245+03:00 level=INFO msg="request completed" request_id=req-000462 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.271+03:00 level=INFO msg="request completed" request_id=req-000463 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.271+03:00 level=INFO msg="request completed" request_id=req-000464 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.271+03:00 level=INFO msg="request completed" request_id=req-000465 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.272+03:00 level=INFO msg="request completed" request_id=req-000466 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.273+03:00 level=INFO msg="request completed" request_id=req-000467 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.284+03:00 level=INFO msg="request completed" request_id=req-000468 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.325+03:00 level=INFO msg="request completed" request_id=req-000469 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.325+03:00 level=INFO msg="request completed" request_id=req-000470 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.326+03:00 level=INFO msg="request completed" request_id=req-000471 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.326+03:00 level=INFO msg="request completed" request_id=req-000472 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.327+03:00 level=INFO msg="request completed" request_id=req-000473 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.328+03:00 level=INFO msg="request completed" request_id=req-000474 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.328+03:00 level=INFO msg="request completed" request_id=req-000475 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.330+03:00 level=INFO msg="request completed" request_id=req-000476 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.330+03:00 level=INFO msg="request completed" request_id=req-000477 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.331+03:00 level=INFO msg="request completed" request_id=req-000478 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.331+03:00 level=INFO msg="request completed" request_id=req-000479 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.333+03:00 level=INFO msg="request completed" request_id=req-000480 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.333+03:00 level=INFO msg="request completed" request_id=req-000481 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.334+03:00 level=INFO msg="request completed" request_id=req-000483 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.334+03:00 level=INFO msg="request completed" request_id=req-000482 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.379+03:00 level=INFO msg="request completed" request_id=req-000484 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.379+03:00 level=INFO msg="request completed" request_id=req-000485 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.379+03:00 level=INFO msg="request completed" request_id=req-000486 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.387+03:00 level=INFO msg="request completed" request_id=req-000487 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.389+03:00 level=INFO msg="request completed" request_id=req-000488 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.389+03:00 level=INFO msg="request completed" request_id=req-000489 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.391+03:00 level=INFO msg="request completed" request_id=req-000490 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.393+03:00 level=INFO msg="request completed" request_id=req-000491 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.395+03:00 level=INFO msg="request completed" request_id=req-000492 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.395+03:00 level=INFO msg="request completed" request_id=req-000493 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.397+03:00 level=INFO msg="request completed" request_id=req-000494 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.397+03:00 level=INFO msg="request completed" request_id=req-000495 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.397+03:00 level=INFO msg="request completed" request_id=req-000496 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.397+03:00 level=INFO msg="request completed" request_id=req-000497 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.425+03:00 level=INFO msg="request completed" request_id=req-000498 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.425+03:00 level=INFO msg="request completed" request_id=req-000499 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.425+03:00 level=INFO msg="request completed" request_id=req-000500 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:54.427+03:00 level=INFO msg="request completed" request_id=req-000501 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
